,data,date,type
532,73.56454545454544,1988-10-30,pct_capacity
533,22.0,1988-10-30,num_shows
534,64.97817714968154,1988-11-06,avg_ticket_price_cpi
535,73.0247619047619,1988-11-06,pct_capacity
536,21.0,1988-11-06,num_shows
537,64.20382281412857,1988-11-13,avg_ticket_price_cpi
538,77.15318181818182,1988-11-13,pct_capacity
539,22.0,1988-11-13,num_shows
540,62.595251339027236,1988-11-20,avg_ticket_price_cpi
541,75.38136363636364,1988-11-20,pct_capacity
542,22.0,1988-11-20,num_shows
543,66.78564761870297,1988-11-27,avg_ticket_price_cpi
544,79.19636363636364,1988-11-27,pct_capacity
545,22.0,1988-11-27,num_shows
546,63.55053050144301,1988-12-04,avg_ticket_price_cpi
547,73.37000000000002,1988-12-04,pct_capacity
548,22.0,1988-12-04,num_shows
549,64.0789231962482,1988-12-11,avg_ticket_price_cpi
550,78.25999999999999,1988-12-11,pct_capacity
551,22.0,1988-12-11,num_shows
552,63.190889814814824,1988-12-18,avg_ticket_price_cpi
553,73.06666666666666,1988-12-18,pct_capacity
554,21.0,1988-12-18,num_shows
555,59.05197411616165,1988-12-25,avg_ticket_price_cpi
556,63.83318181818183,1988-12-25,pct_capacity
557,22.0,1988-12-25,num_shows
558,80.64829094346109,1989-01-01,avg_ticket_price_cpi
559,89.67521739130432,1989-01-01,pct_capacity
560,23.0,1989-01-01,num_shows
561,63.172114793901756,1989-01-08,avg_ticket_price_cpi
562,67.66047619047619,1989-01-08,pct_capacity
563,21.0,1989-01-08,num_shows
564,64.36269808612441,1989-01-15,avg_ticket_price_cpi
565,79.14263157894737,1989-01-15,pct_capacity
566,19.0,1989-01-15,num_shows
567,63.461356126482215,1989-01-22,avg_ticket_price_cpi
568,75.82944444444445,1989-01-22,pct_capacity
569,18.0,1989-01-22,num_shows
570,65.95238014931928,1989-01-29,avg_ticket_price_cpi
571,72.61888888888889,1989-01-29,pct_capacity
572,18.0,1989-01-29,num_shows
573,64.93623509324928,1989-02-05,avg_ticket_price_cpi
574,65.66611111111112,1989-02-05,pct_capacity
575,18.0,1989-02-05,num_shows
576,61.44274133175729,1989-02-12,avg_ticket_price_cpi
577,65.3035,1989-02-12,pct_capacity
578,20.0,1989-02-12,num_shows
579,60.704033204384274,1989-02-19,avg_ticket_price_cpi
580,73.57954545454545,1989-02-19,pct_capacity
581,22.0,1989-02-19,num_shows
582,59.26174802056364,1989-02-26,avg_ticket_price_cpi
583,69.82857142857142,1989-02-26,pct_capacity
584,21.0,1989-02-26,num_shows
